month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct,candidate,market_return_pct,market_max_drawdown_pct,market_max_runup_pct,market_regime,shock_month,complete_month,partial_month,data_end_utc,label_rule_version,is_posthoc_label,year,router,choice_rule
2025-01,0.0658627010271797,0.9999000049998332,1.0680800608031016,-0.1755076110748066,50.2,12,6.808006080310158,-17.55076110748066,2C,9.343573509684798,-11.414456273571194,20.18488897511848,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-02,0.1031992395571754,1.052941342527775,1.1675257500740075,-0.0854392539133088,20.1,11,10.871228641650532,-8.543925391330887,4,-17.737226277372255,-23.62306975693757,9.881722887462118,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-03,0.3485451467169295,1.182942512996935,1.6768592454935607,-0.2883251436312609,65.9,11,41.7004514581075,-28.83251436312609,2C,-2.3314746713411383,-18.76783829014765,15.16188600912114,sideways,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-04,0.0731971918440514,1.4532103095885571,1.5637273645530472,-0.2871564866321446,80.8,24,7.594268311904329,-28.715648663214463,4,14.176974425597956,-14.880678216534948,27.86745816378742,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-05,0.1794011113139396,1.563570999634968,1.87100069528289,-0.1533409457698393,44.2,12,19.650057784700103,-15.334094576983937,4,10.953837467470985,-7.774639525703709,19.537457222434785,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-06,0.0898915923983253,2.108182005232313,2.3066991416061877,-0.1815275883768276,48.0,12,9.405567332454943,-18.15275883768276,2C,2.547125996504751,-10.957286748134676,10.46576372448409,sideways,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-07,0.0542585747383501,2.306468483225138,2.435315055316244,-0.0752549312297028,32.4,14,5.575755909827906,-7.525493122970284,2C,7.848616904756356,-6.449473009919582,16.643231958043494,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-08,0.0910147413218122,2.4350715359868818,2.6673644183146523,-0.0972267410269693,32.2,12,9.528515109034808,-9.72267410269694,2C,-6.1084632050971805,-13.59219629927595,10.970352257215543,down,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-09,0.0735452290726439,2.276162222707257,2.450117587128971,-0.1026595539717599,32.0,10,7.631721640058253,-10.265955397175995,4,5.616280588877887,-7.708805624188086,9.794398273523486,up,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-10,0.1128832552237507,2.831349057816624,3.170015736806747,-0.1646862195253897,51.9,16,11.95012293987192,-16.468621952538975,2C,-3.9797332295629873,-17.47384630038259,11.577606918825769,sideways,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-11,0.2225048492069427,2.7128094019660725,3.389185499228168,-0.1066698463344243,32.2,12,24.920187727438183,-10.666984633442434,4,-17.462670200127928,-27.19437781500628,14.824746879947014,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2025-12,0.1703017535810153,3.87166970415373,4.590952944375252,-0.1125111849935163,32.2,12,18.56625752733738,-11.25111849935163,2C,-1.4394567527340696,-10.370154164566026,12.269945960760476,sideways,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_month_best,picked best candidate after seeing this month
2026-01,0.1094451501323271,4.590493872034814,5.121937399464853,-0.2098909446623689,68.3,13,11.565887551519282,-20.98909446623689,2C,-10.25962031811185,-20.75292502510092,11.513774989089232,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_month_best,picked best candidate after seeing this month
2026-02,0.2659035832305264,4.2803554442032405,5.6327501718104775,-0.2393214381144751,60.1,11,30.460926641189022,-23.932143811447517,4,-15.59621112201125,-24.09243712313601,18.727024158168494,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_month_best,picked best candidate after seeing this month
2026-03,0.2115869271439034,6.637982800415264,8.202959873797742,-0.2925249695229706,36.0,12,23.56373713879896,-29.252496952297054,2C,2.030548686221101,-13.583680610909898,16.391074525655892,sideways,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_month_best,picked best candidate after seeing this month
2026-04,0.189759584754679,8.202139618823793,9.917041432416733,-0.1122949787301546,36.0,12,20.89589105627812,-11.22949787301546,2C,12.20606810999827,-5.565193566105176,20.412872607729994,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_month_best,picked best candidate after seeing this month
2026-05,0.1474204912742497,8.016999058742957,9.29135744342886,-0.0886075161833536,32.0,10,15.884114318412546,-8.86075161833536,4,-3.631741396251942,-12.128431930109029,8.150090754314254,sideways,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_month_best,picked best candidate after seeing this month
2025-01,0.0658627010271797,0.9999000049998332,1.0680800608031016,-0.1755076110748066,50.2,12,6.808006080310158,-17.55076110748066,2C,9.343573509684798,-11.414456273571194,20.18488897511848,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-02,0.1031992395571754,1.052941342527775,1.1675257500740075,-0.0854392539133088,20.1,11,10.871228641650532,-8.543925391330887,4,-17.737226277372255,-23.62306975693757,9.881722887462118,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-03,0.3485451467169295,1.182942512996935,1.6768592454935607,-0.2883251436312609,65.9,11,41.7004514581075,-28.83251436312609,2C,-2.3314746713411383,-18.76783829014765,15.16188600912114,sideways,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-04,0.0663284369820749,1.676691567953028,1.7918542615351654,-0.2940311707059141,80.0,16,6.857761994672207,-29.40311707059141,2C,14.176974425597956,-14.880678216534948,27.86745816378742,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-05,0.1626749832178703,1.7916750850679846,2.108392833974098,-0.1778343826438946,48.0,12,17.665419517307136,-17.78343826438946,2C,10.953837467470985,-7.774639525703709,19.537457222434785,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-06,0.0898915923983253,2.108182005232313,2.3066991416061877,-0.1815275883768276,48.0,12,9.405567332454943,-18.15275883768276,2C,2.547125996504751,-10.957286748134676,10.46576372448409,sideways,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-07,0.0542585747383501,2.306468483225138,2.435315055316244,-0.0752549312297028,32.4,14,5.575755909827906,-7.525493122970284,2C,7.848616904756356,-6.449473009919582,16.643231958043494,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-08,0.0817434084308052,2.0975025616547587,2.276389850310718,-0.1065565950788902,32.0,10,8.517732674974642,-10.655659507889029,4,-6.1084632050971805,-13.59219629927595,10.970352257215543,down,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-09,0.0597624212919325,2.6670976952091987,2.8316322068796227,-0.1019215197943592,32.2,12,6.158430675504079,-10.192151979435929,2C,5.616280588877887,-7.708805624188086,9.794398273523486,up,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-10,0.1128832552237507,2.831349057816624,3.170015736806747,-0.1646862195253897,51.9,16,11.95012293987192,-16.468621952538975,2C,-3.9797332295629873,-17.47384630038259,11.577606918825769,sideways,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-11,0.2225048492069427,2.7128094019660725,3.389185499228168,-0.1066698463344243,32.2,12,24.920187727438183,-10.666984633442434,4,-17.462670200127928,-27.19437781500628,14.824746879947014,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-12,0.1703017535810153,3.87166970415373,4.590952944375252,-0.1125111849935163,32.2,12,18.56625752733738,-11.25111849935163,2C,-1.4394567527340696,-10.370154164566026,12.269945960760476,sideways,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2026-01,0.0999507802951092,3.906506297771855,4.317576393813612,-0.2301609580269398,68.1,11,10.511652322786636,-23.016095802693982,4,-10.25962031811185,-20.75292502510092,11.513774989089232,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2026-02,0.2659035832305264,4.2803554442032405,5.6327501718104775,-0.2393214381144751,60.1,11,30.460926641189022,-23.932143811447517,4,-15.59621112201125,-24.09243712313601,18.727024158168494,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2026-03,0.2115869271439034,6.637982800415264,8.202959873797742,-0.2925249695229706,36.0,12,23.56373713879896,-29.252496952297054,2C,2.030548686221101,-13.583680610909898,16.391074525655892,sideways,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2026-04,0.189759584754679,8.202139618823793,9.917041432416733,-0.1122949787301546,36.0,12,20.89589105627812,-11.22949787301546,2C,12.20606810999827,-5.565193566105176,20.412872607729994,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2026-05,0.1333005483354578,9.91604977785704,11.331145604859818,-0.0950269055650087,32.2,12,14.259335126106066,-9.50269055650087,2C,-3.631741396251942,-12.128431930109029,8.150090754314254,sideways,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_regime_best_fullsample,picked full-sample best candidate for this posthoc regime
2025-01,0.0658627010271797,0.9999000049998332,1.0680800608031016,-0.1755076110748066,50.2,12,6.808006080310158,-17.55076110748066,2C,9.343573509684798,-11.414456273571194,20.18488897511848,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,"no past month in this posthoc regime, defaulted to 2C"
2025-02,0.1025146992509897,1.0679732581372436,1.1833831355077296,-0.067667002066753,20.3,13,10.795358787798182,-6.766700206675303,2C,-17.737226277372255,-23.62306975693757,9.881722887462118,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,"no past month in this posthoc regime, defaulted to 2C"
2025-03,0.3485451467169295,1.182942512996935,1.6768592454935607,-0.2883251436312609,65.9,11,41.7004514581075,-28.83251436312609,2C,-2.3314746713411383,-18.76783829014765,15.16188600912114,sideways,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,"no past month in this posthoc regime, defaulted to 2C"
2025-04,0.0663284369820749,1.676691567953028,1.7918542615351654,-0.2940311707059141,80.0,16,6.857761994672207,-29.40311707059141,2C,14.176974425597956,-14.880678216534948,27.86745816378742,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2025-05,0.1626749832178703,1.7916750850679846,2.108392833974098,-0.1778343826438946,48.0,12,17.665419517307136,-17.78343826438946,2C,10.953837467470985,-7.774639525703709,19.537457222434785,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2025-06,0.0898915923983253,2.108182005232313,2.3066991416061877,-0.1815275883768276,48.0,12,9.405567332454943,-18.15275883768276,2C,2.547125996504751,-10.957286748134676,10.46576372448409,sideways,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2025-07,0.0445803272606705,2.006048874473628,2.097712322398787,-0.084658458880489,32.2,12,4.558896263438661,-8.465845888048907,4,7.848616904756356,-6.449473009919582,16.643231958043494,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2025-08,0.0817434084308052,2.0975025616547587,2.276389850310718,-0.1065565950788902,32.0,10,8.517732674974642,-10.655659507889029,4,-6.1084632050971805,-13.59219629927595,10.970352257215543,down,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2025-09,0.0597624212919325,2.6670976952091987,2.8316322068796227,-0.1019215197943592,32.2,12,6.158430675504079,-10.192151979435929,2C,5.616280588877887,-7.708805624188086,9.794398273523486,up,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2025-10,0.1128832552237507,2.831349057816624,3.170015736806747,-0.1646862195253897,51.9,16,11.95012293987192,-16.468621952538975,2C,-3.9797332295629873,-17.47384630038259,11.577606918825769,sideways,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2025-11,0.2000493099272441,3.169698751082617,3.8720568904831394,-0.108562166913942,36.2,14,22.146298692623635,-10.856216691394206,2C,-17.462670200127928,-27.19437781500628,14.824746879947014,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2025-12,0.1703017535810153,3.87166970415373,4.590952944375252,-0.1125111849935163,32.2,12,18.56625752733738,-11.25111849935163,2C,-1.4394567527340696,-10.370154164566026,12.269945960760476,sideways,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2025,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2026-01,0.0999507802951092,3.906506297771855,4.317576393813612,-0.2301609580269398,68.1,11,10.511652322786636,-23.016095802693982,4,-10.25962031811185,-20.75292502510092,11.513774989089232,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2026-02,0.2659035832305264,4.2803554442032405,5.6327501718104775,-0.2393214381144751,60.1,11,30.460926641189022,-23.932143811447517,4,-15.59621112201125,-24.09243712313601,18.727024158168494,down,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2026-03,0.2115869271439034,6.637982800415264,8.202959873797742,-0.2925249695229706,36.0,12,23.56373713879896,-29.252496952297054,2C,2.030548686221101,-13.583680610909898,16.391074525655892,sideways,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2026-04,0.1695055896845083,6.767004890638347,8.017800798735164,-0.1311751285782225,32.8,18,18.471896921988183,-13.117512857822256,4,12.20606810999827,-5.565193566105176,20.412872607729994,up,True,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
2026-05,0.1333005483354578,9.91604977785704,11.331145604859818,-0.0950269055650087,32.2,12,14.259335126106066,-9.50269055650087,2C,-3.631741396251942,-12.128431930109029,8.150090754314254,sideways,False,True,False,2026-06-19T23:45:00+00:00,5b_month_return_5pct_shock_15pct,True,2026,oracle_regime_past_only,picked best candidate from earlier months in this posthoc regime
